workerID,gender,age,income,language,condition,order,personA,personB,food,totalQuant,eatenQuant,preciseEatenQuant,quantifier,upset,annoyed,angry,disgusted,excited,happy,surprised,neutral
17,M,45,10,English,hyperbolic,9,Mary,Victoria,cookies,100,8,89,all,0.675,0.775,0.65,0.7,0.55,0.3,0.85,0.25
17,M,45,10,English,true-some,10,Grace,Albert,bananas,10,3,3,some,0.425,0.35,0.4,0.4,0.6,0.55,0.575,0.475
17,M,45,10,English,literal-some,11,Emma,Kathy,pies,100,10,100,some,0.625,0.675,0.55,0.625,0.55,0.425,0.825,0.35
17,M,45,10,English,true-some,12,Steven,Cathy,cookies,10,8,8,some,0.65,0.55,0.575,0.675,0.775,0.425,0.675,0.4
18,F,55,4,english,true-some,1,Patrick,Cathy,strawberries,10,3,3,some,0.275,0.425,0.225,0.325,0.25,0.5,0.65,0.5
18,F,55,4,english,true-some,2,Larry,Lena,bananas,100,3,39,some,0.25,0.125,0.65,0.325,0.25,0.275,0.625,0.5
18,F,55,4,english,hyperbolic,3,Nathan,Yvonne,strawberries,10,8,8,all,0.325,0.3,0.325,0.5,0.525,0.5,0.675,0.5
18,F,55,4,english,hyperbolic,4,Rebecca,Steven,strawberries,100,3,32,all,0.5,0.325,0.7,0.275,0.5,0.3,0.525,0.5
18,F,55,4,english,literal-some,5,Oliver,Tracy,M&M's,10,10,10,some,0.8,0.775,0.75,0.875,0.175,0.175,0.825,0.175
18,F,55,4,english,true-some,6,Kevin,Frank,strawberries,100,8,88,some,0.7,0.675,0.8,0.975,0.4,0.15,0.3,0.1
18,F,55,4,english,literal-some,7,Bob,Jake,strawberries,100,10,100,some,0.325,0.675,0.95,0.925,0.825,0.025,0.25,0.125
18,F,55,4,english,true-some,8,Robert,Wendy,bananas,10,8,8,some,0.7,0.65,0.9,0.825,0.4,0.075,0.575,0.45
18,F,55,4,english,hyperbolic,9,Mary,David,bananas,100,8,86,all,0.5,0.5,0.825,0.875,0.55,0.025,0.675,0.15
18,F,55,4,english,hyperbolic,10,Henry,Matt,blueberries,10,3,3,all,0.5,0.25,0.15,0.275,0.425,0.45,0.5,0.5
18,F,55,4,english,true-all,11,Grace,Edward,bananas,10,10,10,all,0.675,0.65,0.925,0.725,0.575,0.075,0.35,0.175
18,F,55,4,english,true-all,12,Winston,Barbara,cookies,100,10,100,all,0.7,0.325,0.925,0.775,0.725,0.075,0.625,0.275
19,M,25,4,English,true-some,1,Barbara,Kathy,strawberries,100,8,80,some,0.825,0.975,0.8,0.825,0.05,0,0.725,0.225
19,M,25,4,English,hyperbolic,2,Robert,Ivan,M&M's,100,3,31,all,0.7,0.9,0.7,0.625,0.15,0.125,0.7,0.15
19,M,25,4,English,hyperbolic,3,Yvonne,Patty,pies,100,8,86,all,0.85,0.9,0.7,0.95,0.075,0.125,0.875,0.15
19,M,25,4,English,true-some,4,Albert,Lena,bananas,100,3,33,some,0.6,0.6,0.6,0.7,0.35,0.35,0.675,0.5
19,M,25,4,English,hyperbolic,5,Tom,Zack,M&M's,10,8,8,all,0.575,0.625,0.375,0.275,0.25,0.4,0.65,0.7
19,M,25,4,English,literal-some,6,Frank,Wendy,blueberries,100,10,100,some,0.8,0.7,0.625,0.75,0.25,0.325,0.725,0.225
19,M,25,4,English,true-all,7,Kevin,Steven,bananas,100,10,100,all,0.825,0.8,0.675,0.8,0.275,0.175,0.75,0.15
19,M,25,4,English,true-some,8,Edward,Victoria,pies,10,3,3,some,0.425,0.375,0.325,0.45,0.6,0.625,0.5,0.3
19,M,25,4,English,hyperbolic,9,Nancy,Nathan,M&M's,10,3,3,all,0.675,0.7,0.425,0.4,0.325,0.3,0.7,0.275
19,M,25,4,English,literal-some,10,Winston,Victor,pies,10,10,10,some,0.4,0.4,0.45,0.325,0.6,0.25,0.775,0.5
19,M,25,4,English,true-all,11,Stephanie,Tracy,strawberries,10,10,10,all,0.6,0.6,0.6,0.375,0.325,0.375,0.675,0.4
19,M,25,4,English,true-some,12,Patrick,Heather,bananas,10,8,8,some,0.65,0.7,0.35,0.35,0.325,0.4,0.65,0.35
20,M,35,6,English,literal-some,1,Jake,Nathan,M&M's,100,10,100,some,1,1,0.9,0.9,0.2,0.05,0.825,0.225
20,M,35,6,English,true-some,2,Calvin,Diana,blueberries,10,3,3,some,0,0,0,0,0.675,0.75,0.55,0.675
20,M,35,6,English,true-some,3,Victoria,Larry,strawberries,10,8,8,some,0.775,0.9,0.65,0.65,0.3,0.25,0.85,0.225
20,M,35,6,English,true-some,4,Grace,Tracy,pies,100,8,85,some,0.925,1,0.925,1,0,0,0.925,0
20,M,35,6,English,true-all,5,Victor,Lena,M&M's,100,10,100,all,0.975,1,0.925,0.95,0,0,0.95,0
20,M,35,6,English,true-all,6,Bob,Patrick,blueberries,10,10,10,all,1,1,1,1,0,0,1,0
20,M,35,6,English,true-some,7,Henry,Rebecca,cookies,100,3,32,some,0.125,0.075,0.075,0,0.875,0.85,0.85,0.75
20,M,35,6,English,hyperbolic,8,Barbara,Edward,blueberries,10,3,3,all,0.575,0.375,0.225,0.3,0.7,0.65,0.375,0.05
20,M,35,6,English,hyperbolic,9,Emma,Tom,pies,100,3,30,all,0.125,0.2,0.25,0.2,0.675,0.775,0.675,0.675
20,M,35,6,English,hyperbolic,10,Albert,Matt,pies,10,8,8,all,0.825,0.7,0.75,0.75,0.225,0.325,0.725,0.175
20,M,35,6,English,hyperbolic,11,Heather,Yvonne,bananas,100,8,81,all,0.2,0.25,0.2,0.125,0.75,0.75,0.875,0.175
20,M,35,6,English,literal-some,12,Stephanie,Zack,pies,10,10,10,some,0.8,0.8,0.75,0.85,0.175,0.25,0.9,0.2
21,F,25,4,English,true-some,1,Edward,Mary,M&M's,10,8,8,some,0.775,0.775,0.7,0.575,0.25,0,0.875,0.2
21,F,25,4,English,hyperbolic,2,Kathy,Ivan,bananas,10,3,3,all,1,1,0.975,0.775,0.025,0.025,1,0.025
21,F,25,4,English,literal-some,3,Iris,Ann,M&M's,100,10,100,some,0.8,0.675,0.5,0.75,0.275,0.075,0.725,0.325
21,F,25,4,English,true-all,4,Grace,Jane,strawberries,10,10,10,all,0.85,0.925,0.675,0.775,0.025,0,1,0.2
21,F,25,4,English,true-some,5,David,Barbara,bananas,100,8,80,some,1,1,1,1,0.125,0,1,0.1
21,F,25,4,English,true-some,6,Wendy,Nathan,cookies,10,3,3,some,0.375,0.5,0.55,0.525,0.575,0.425,0.325,0.6
21,F,25,4,English,hyperbolic,7,Kevin,Heather,pies,100,8,80,all,1,1,1,0.95,0.35,0,1,0.175
21,F,25,4,English,true-all,8,Lena,Fiona,bananas,100,10,100,all,0.85,0.875,0.9,0.9,0.25,0.15,1,0.275
21,F,25,4,English,literal-some,9,Rebecca,Patty,M&M's,10,10,10,some,0.775,0.775,0.775,0.775,0.5,0.175,0.85,0.5
21,F,25,4,English,hyperbolic,10,Oliver,Calvin,cookies,10,8,8,all,1,1,0.975,1,0.25,0,1,0
21,F,25,4,English,hyperbolic,11,Larry,Bob,strawberries,100,3,38,all,0.875,0.9,0.875,0.8,0.775,0.175,0.825,0.175
21,F,25,4,English,true-some,12,Tom,Albert,strawberries,100,3,38,some,0.575,0.575,0.575,0.575,0.65,0.575,0.6,0.325
22,M,35,4,english,literal-some,1,David,Nathan,pies,100,10,100,some,1,1,1,1,0,0,1,0
22,M,35,4,english,true-all,2,Ivan,Barbara,pies,100,10,100,all,1,1,1,1,0,0,1,0
22,M,35,4,english,true-some,3,Jane,Olga,blueberries,100,8,81,some,1,1,1,1,0,0,1,0
22,M,35,4,english,true-some,4,Bob,Robert,M&M's,100,3,39,some,0.675,0.675,0.625,0.6,0.125,0.05,0.5,0.325
22,M,35,4,english,literal-some,5,Wendy,Diana,strawberries,10,10,10,some,1,1,1,1,0,0,1,0
22,M,35,4,english,hyperbolic,6,Nancy,Edward,pies,10,8,8,all,1,1,1,1,0,0,1,0
22,M,35,4,english,true-all,7,Zack,Patty,cookies,10,10,10,all,1,1,1,1,0,0,1,0
22,M,35,4,english,hyperbolic,8,Ann,Larry,M&M's,10,3,3,all,0,0,0,0,1,1,0,1
22,M,35,4,english,hyperbolic,9,Heather,Tom,cookies,100,8,84,all,1,1,1,1,0,0,1,0
22,M,35,4,english,true-some,10,Matt,Victoria,M&M's,10,8,8,some,1,1,1,1,0,0,1,0
22,M,35,4,english,true-some,11,Lena,Emma,bananas,10,3,3,some,0,0,0,0,1,1,0,0.95
22,M,35,4,english,hyperbolic,12,Frank,Cathy,strawberries,100,3,36,all,0.075,0.075,0.075,0.075,0.675,0.7,0.6,0.6
23,F,35,10,english,hyperbolic,1,Grace,Winston,cookies,100,3,36,all,0.375,0.375,0.05,0.15,0.65,0.55,0.875,0.5
23,F,35,10,english,true-all,2,Zack,Jake,pies,10,10,10,all,0.7,0.825,0.5,0.8,0.3,0.375,0.975,0.35
23,F,35,10,english,true-some,3,Robert,George,cookies,100,3,36,some,0.25,0.275,0.05,0.3,0.575,0.7,0.275,0.375
23,F,35,10,english,literal-some,4,Iris,Yvonne,strawberries,10,10,10,some,0.1,0.175,0.125,0.2,0.175,0.65,0.15,0.425
23,F,35,10,english,true-some,5,Edward,Victoria,bananas,100,8,80,some,0.075,0.175,0.125,0.075,0.2,0.6,0.175,0.525
23,F,35,10,english,hyperbolic,6,Cathy,Calvin,strawberries,10,3,3,all,0.425,0.275,0.2,0.2,0.4,0.4,0.475,0.5
23,F,35,10,english,hyperbolic,7,Lena,Nancy,pies,100,8,88,all,0.4,0.7,0.575,0.625,0.425,0.5,0.9,0.25
23,F,35,10,english,hyperbolic,8,Mary,Tracy,M&M's,10,8,8,all,0.375,0.45,0.35,0.5,0.25,0.375,0.45,0.5
23,F,35,10,english,true-some,9,Wendy,Fiona,M&M's,10,3,3,some,0.075,0.05,0.025,0.1,0.15,0.225,0.075,0.5
23,F,35,10,english,literal-some,10,Stephanie,Patrick,strawberries,100,10,100,some,0.325,0.375,0.3,0.3,0.5,0.575,0.4,0.5
23,F,35,10,english,true-all,11,Ann,Bob,blueberries,100,10,100,all,0.55,0.525,0.45,0.575,0.45,0.5,0.95,0.5
23,F,35,10,english,true-some,12,Rebecca,Steven,bananas,10,8,8,some,0.275,0.375,0.4,0.325,0.45,0.575,0.425,0.5
24,F,45,0,english,true-all,1,Matt,Nathan,pies,100,10,100,all,0.5,0.5,0.5,0.5,0.375,0.5,0.4,0.5
24,F,45,0,english,true-some,2,Emma,Larry,cookies,100,8,86,some,0.325,0.325,0.35,0.35,0.55,0.5,0.375,0.5
24,F,45,0,english,literal-some,3,Kathy,Cathy,strawberries,100,10,100,some,0.35,0.35,0.15,0.35,0.35,0.5,0.35,0.5
24,F,45,0,english,true-some,4,Edward,Stephanie,cookies,10,8,8,some,0.25,0.275,0.275,0.275,0.275,0.475,0.275,0.5
24,F,45,0,english,hyperbolic,5,Heather,Diana,bananas,10,3,3,all,0.65,0.65,0.5,0.725,0.375,0.35,0.65,0.5
24,F,45,0,english,true-all,6,Victoria,Olga,cookies,10,10,10,all,0.35,0.675,0.65,0.7,0.35,0.25,0.7,0.5
24,F,45,0,english,true-some,7,Frank,Grace,M&M's,100,3,32,some,0.35,0.575,0.325,0.5,0.5,0.5,0.5,0.5
24,F,45,0,english,true-some,8,Kevin,Steven,pies,10,3,3,some,0.375,0.375,0.2,0.375,0.5,0.5,0.5,0.6
24,F,45,0,english,literal-some,9,Lena,Jane,pies,10,10,10,some,0.5,0.5,0.425,0.4,0.5,0.5,0.7,0.575
24,F,45,0,english,hyperbolic,10,Iris,Tom,M&M's,100,8,81,all,0.625,0.65,0.65,0.625,0.5,0.5,0.75,0.625
24,F,45,0,english,hyperbolic,11,Patty,George,M&M's,100,3,30,all,0.675,0.625,0.625,0.65,0.5,0.325,0.625,0.625
24,F,45,0,english,hyperbolic,12,Zack,Yvonne,cookies,10,8,8,all,0.625,0.6,0.625,0.65,0.5,0.35,0.65,0.375
25,M,25,4,English,true-some,1,Jake,Ivan,strawberries,10,8,8,some,0.55,0.55,0.375,0.325,0.5,0.625,0.3,0.3
25,M,25,4,English,literal-some,2,Olga,Patty,cookies,10,10,10,some,0.675,0.675,0.7,0.65,0.375,0.325,0.725,0.45
25,M,25,4,English,hyperbolic,3,Emma,Jane,blueberries,10,3,3,all,0.375,0.175,0.15,0.3,0.625,0.7,0.275,0.425
25,M,25,4,English,true-some,4,David,Nancy,blueberries,100,3,36,some,0.25,0.35,0.1,0.2,0.675,0.65,0.275,0.25
25,M,25,4,English,true-some,5,Kevin,Iris,blueberries,100,8,81,some,0.575,0.325,0.3,0.35,0.55,0.55,0.575,0.375
25,M,25,4,English,hyperbolic,6,Larry,Henry,pies,100,3,34,all,0.725,0.675,0.825,0.95,0.325,0.2,0.6,0.3
25,M,25,4,English,hyperbolic,7,Calvin,Kathy,pies,100,8,80,all,0.875,0.65,0.8,1,0.35,0.375,0.725,0.375
25,M,25,4,English,true-all,8,Fiona,Heather,M&M's,100,10,100,all,0.75,0.825,0.8,0.65,0.575,0.325,0.375,0.5
25,M,25,4,English,true-all,9,Cathy,George,pies,10,10,10,all,0.875,0.85,0.8,0.75,0.45,0.325,0.725,0.5
25,M,25,4,English,literal-some,10,Lena,Steven,strawberries,100,10,100,some,0.725,0.625,0.65,0.525,0.4,0.35,0.675,0.5
25,M,25,4,English,true-some,11,Rebecca,Mary,strawberries,10,3,3,some,0.3,0.4,0.3,0.375,0.375,0.6,0.575,0.5
25,M,25,4,English,hyperbolic,12,Stephanie,Tracy,M&M's,10,8,8,all,0.65,0.625,0.6,0.575,0.425,0.275,0.55,0.425
26,F,35,4,English,hyperbolic,1,Olga,Patty,M&M's,100,8,81,all,1,1,1,0.8,0,0.1,0.325,0
26,F,35,4,English,true-some,2,Frank,David,strawberries,100,8,81,some,1,1,0.8,0.65,0,0,0.725,0
26,F,35,4,English,hyperbolic,3,Patrick,Fiona,strawberries,10,8,8,all,1,1,1,0.7,0,0,1,0
26,F,35,4,English,true-all,4,Larry,Lena,bananas,100,10,100,all,1,1,1,1,0,0,1,0
26,F,35,4,English,true-some,5,Kathy,Zack,cookies,100,3,35,some,0.7,0.425,0.55,0.45,0.275,0.5,0.65,0.575
26,F,35,4,English,hyperbolic,6,Robert,Matt,strawberries,10,3,3,all,0.375,0.6,0.4,0.275,0.225,0.375,0.425,0.575
26,F,35,4,English,true-some,7,Nancy,Heather,M&M's,10,8,8,some,0.95,0.925,0.675,0.725,0.05,0.05,0.6,0.175
26,F,35,4,English,literal-some,8,Rebecca,Tom,blueberries,100,10,100,some,0.65,0.725,0.625,0.75,0,0,0.825,0.375
26,F,35,4,English,literal-some,9,George,Victoria,cookies,10,10,10,some,0.775,0.675,0.675,0.575,0.15,0.05,0.775,0.575
26,F,35,4,English,true-all,10,Steven,Jake,cookies,10,10,10,all,1,1,0.975,0.975,0,0,0.6,0
26,F,35,4,English,true-some,11,Ann,Grace,strawberries,10,3,3,some,0.35,0.575,0.45,0.15,0.25,0.425,0.25,0.8
26,F,35,4,English,hyperbolic,12,Oliver,Henry,blueberries,100,3,32,all,1,1,1,1,0,0,0.7,0
27,M,45,4,English,hyperbolic,1,Mary,Victor,pies,100,3,32,all,0.975,0.975,0.975,0.975,0.025,0.025,0.975,0
27,M,45,4,English,hyperbolic,2,Jane,Zack,M&M's,10,3,3,all,0.325,0.025,0,0.025,0.5,0.5,0.025,0.35
27,M,45,4,English,true-some,3,Oliver,Barbara,blueberries,10,3,3,some,0,0,0.025,0.025,0.975,1,0,0.5
27,M,45,4,English,true-some,4,Calvin,Fiona,M&M's,10,8,8,some,0,0.025,0.025,0,0.975,1,0.975,0.025
27,M,45,4,English,hyperbolic,5,Victoria,Kevin,strawberries,10,8,8,all,0,0.025,0.025,0,0.975,0.975,0.975,0
27,M,45,4,English,true-some,6,Albert,Steven,M&M's,100,8,85,some,0.975,0.975,0.975,0.975,0,0.025,0.025,0.025
27,M,45,4,English,true-some,7,George,Cathy,bananas,100,3,39,some,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
27,M,45,4,English,literal-some,8,Tracy,Nathan,cookies,10,10,10,some,0.025,0.025,0.025,0.025,0.975,0.975,0.025,0.025
27,M,45,4,English,literal-some,9,Stephanie,Larry,pies,100,10,100,some,0,0,0.025,0,1,0.975,0,0.025
27,M,45,4,English,true-all,10,Tom,Frank,cookies,100,10,100,all,1,1,0.975,0.975,0,0,0.975,0.025
27,M,45,4,English,true-all,11,Nancy,Grace,cookies,10,10,10,all,1,1,1,1,0,0,1,0
27,M,45,4,English,hyperbolic,12,Ivan,Iris,blueberries,100,8,83,all,1,0.975,1,1,0.025,0.025,1,0.025
28,F,35,4,english,hyperbolic,1,Calvin,Edward,cookies,10,8,8,all,0.725,0.825,0.375,0.6,0.1,0.1,0.55,0.15
28,F,35,4,english,true-some,2,Matt,Tom,pies,10,8,8,some,0.775,0.9,0.575,0.575,0.075,0.15,0.775,0.05
28,F,35,4,english,literal-some,3,Larry,Diana,cookies,10,10,10,some,0.9,0.9,0.9,0.875,0.05,0.05,0.85,0.025
28,F,35,4,english,hyperbolic,4,Cathy,Albert,blueberries,100,8,80,all,0.75,0.875,0.625,0.75,0.075,0.1,0.65,0.075
28,F,35,4,english,true-some,5,Yvonne,Patrick,cookies,100,8,80,some,0.6,0.775,0.225,0.425,0.4,0.325,0.625,0.275
28,F,35,4,english,true-some,6,Tracy,Victor,strawberries,10,3,3,some,0.275,0.225,0.3,0.225,0.3,0.575,0.25,0.375
28,F,35,4,english,true-all,7,David,Ivan,bananas,10,10,10,all,0.875,0.825,0.725,0.775,0.1,0.075,0.725,0.1
28,F,35,4,english,true-some,8,Nathan,Winston,strawberries,100,3,37,some,0.075,0.075,0.05,0.075,0.1,0.65,0.7,0.075
28,F,35,4,english,hyperbolic,9,Rebecca,Iris,blueberries,100,3,33,all,0.925,0.875,0.9,0.875,0.05,0.05,0.925,0.05
28,F,35,4,english,hyperbolic,10,Bob,Patty,cookies,10,3,3,all,0.8,0.8,0.825,0.875,0.075,0.15,0.8,0.15
28,F,35,4,english,literal-some,11,Jake,George,blueberries,100,10,100,some,0.3,0.15,0.125,0.15,0.6,0.425,0.875,0.175
28,F,35,4,english,true-all,12,Wendy,Mary,pies,100,10,100,all,0.7,0.9,0.775,0.875,0.375,0.075,0.85,0.1
29,M,35,0,English,true-some,1,Zack,Wendy,strawberries,10,3,3,some,0.5,0.65,0.5,0.175,0,0.325,0.75,0.5
29,M,35,0,English,literal-some,2,Grace,Calvin,strawberries,100,10,100,some,1,1,1,1,0,0,1,0
29,M,35,0,English,true-some,3,Emma,Rebecca,M&M's,100,8,85,some,1,1,1,1,0,0,1,0
29,M,35,0,English,hyperbolic,4,Henry,Kathy,blueberries,10,8,8,all,1,1,1,1,0,0,1,0
29,M,35,0,English,literal-some,5,Patrick,Winston,bananas,10,10,10,some,1,1,1,1,0,0,1,0
29,M,35,0,English,true-all,6,Cathy,Robert,bananas,10,10,10,all,1,1,1,1,0,0,1,0
29,M,35,0,English,true-some,7,Tom,Victor,M&M's,100,3,35,some,0.325,0.5,0.6,0.45,0,0.15,0.6,0.275
29,M,35,0,English,hyperbolic,8,Steven,Iris,strawberries,10,3,3,all,1,1,1,1,0,0,1,0
29,M,35,0,English,hyperbolic,9,Heather,Jane,M&M's,100,3,36,all,1,1,1,1,0,0,1,0
29,M,35,0,English,true-some,10,Larry,Albert,blueberries,10,8,8,some,1,1,1,1,0,0,1,0
29,M,35,0,English,hyperbolic,11,Nancy,David,cookies,100,8,81,all,1,1,1,1,0,0,1,0
29,M,35,0,English,true-all,12,Stephanie,Yvonne,bananas,100,10,100,all,1,1,1,1,1,0,1,0
30,M,35,6,English,true-some,1,Calvin,Rebecca,M&M's,100,8,83,some,0.75,0.8,0.875,0.75,0.2,0.275,0.925,0.625
30,M,35,6,English,true-all,2,Emma,Albert,pies,100,10,100,all,0.925,0.95,0.975,0.775,0.1,0.25,0.85,0.225
30,M,35,6,English,true-some,3,David,Matt,pies,10,8,8,some,0.875,0.75,0.725,0.675,0.375,0.425,0.75,0.3
30,M,35,6,English,hyperbolic,4,Edward,Henry,strawberries,100,8,82,all,0.75,0.8,0.675,0.75,0.3,0.375,0.825,0.325
30,M,35,6,English,hyperbolic,5,Cathy,Iris,blueberries,100,3,38,all,0.65,0.675,0.65,0.6,0.5,0.5,0.675,0.5
30,M,35,6,English,literal-some,6,Victoria,Larry,M&M's,100,10,100,some,0.925,0.825,0.9,0.9,0.25,0.125,0.925,0.2
30,M,35,6,English,hyperbolic,7,Grace,Jake,strawberries,10,3,3,all,0.5,0.5,0.3,0.4,0.5,0.5,0.5,0.5
30,M,35,6,English,literal-some,8,Ivan,Lena,bananas,10,10,10,some,0.85,0.85,0.775,0.85,0.325,0.225,0.875,0.325
30,M,35,6,English,true-some,9,Patty,Yvonne,bananas,100,3,38,some,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
30,M,35,6,English,true-some,10,Robert,Oliver,strawberries,10,3,3,some,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
30,M,35,6,English,hyperbolic,11,Bob,Patrick,bananas,10,8,8,all,0.825,0.725,0.8,0.775,0.225,0.3,0.825,0.225
30,M,35,6,English,true-all,12,Stephanie,Kevin,bananas,10,10,10,all,0.875,0.875,0.9,0.9,0.2,0.4,0.9,0.25
