workerID,gender,age,income,language,order,personA,personB,food,totalQuant,eatenQuant,upset,happy,surprised,neutral
29,F,35,8,english,11,Kevin,Jane,cookies,10,2,0.025,0.85,0.025,0.75
30,M,35,8,English,1,Kevin,Patrick,cookies,10,2,0.175,0.5,0.35,0.7
30,M,35,8,English,2,Oliver,Tom,pies,10,4,0.75,0.25,0.75,0.275
30,M,35,8,English,3,Fiona,Nathan,M&M's,10,3,0.15,0.55,0.325,0.775
30,M,35,8,English,4,Lena,Robert,cookies,10,1,0,0.775,0,0.575
30,M,35,8,English,5,Albert,Rebecca,M&M's,10,8,0.75,0.1,0.85,0.15
30,M,35,8,English,6,Victor,Barbara,pies,10,7,0.85,0.15,0.775,0.15
30,M,35,8,English,7,Stephanie,George,pies,10,8,0.85,0.1,0.725,0.1
30,M,35,8,English,8,Steven,Patty,cookies,10,4,0.575,0.45,0.6,0.4
30,M,35,8,English,9,Olga,Ann,pies,10,2,0.45,0.525,0.225,0.675
30,M,35,8,English,10,Jake,Heather,cookies,10,5,0.65,0.325,0.7,0.325
30,M,35,8,English,11,Jane,Iris,pies,10,9,0.925,0.025,0.9,0
31,M,35,4,english,1,Victoria,Iris,pies,10,7,0.9,0.025,0.9,0.3
31,M,35,4,english,2,Yvonne,Diana,pies,10,3,0.5,0.375,0.675,0.425
31,M,35,4,english,3,Zack,Tom,pies,10,4,0.575,0.275,0.725,0.275
31,M,35,4,english,4,Emma,Henry,M&M's,10,5,0.125,0.6,0.125,0.825
31,M,35,4,english,5,Victor,Frank,M&M's,10,9,0.925,0.075,0.925,0.05
31,M,35,4,english,6,Nathan,Albert,M&M's,10,4,0.425,0.375,0.4,0.55
31,M,35,4,english,7,Stephanie,Patty,cookies,10,1,0.025,0.975,0.05,1
31,M,35,4,english,8,David,Cathy,pies,10,6,0.75,0.125,0.9,0.15
31,M,35,4,english,9,Robert,Patrick,cookies,10,5,0.8,0.225,0.775,0.125
31,M,35,4,english,10,Larry,Bob,pies,10,8,0.925,0.075,1,0
31,M,35,4,english,11,Fiona,Matt,cookies,10,3,0.3,0.475,0.275,0.625
32,F,55,4,english,1,Barbara,Yvonne,M&M's,10,7,0.975,0.075,0.725,0.125
32,F,55,4,english,2,Kathy,Grace,pies,10,9,0.975,0.05,0.8,0.2
32,F,55,4,english,3,Calvin,Nancy,M&M's,10,5,0.55,0.1,0.65,0.5
32,F,55,4,english,4,Winston,Heather,pies,10,10,1,0.025,0.95,0.075
32,F,55,4,english,5,Iris,Tracy,pies,10,6,0.925,0.075,0.825,0.175
32,F,55,4,english,6,Zack,Olga,pies,10,5,0.85,0.025,0.725,0.075
32,F,55,4,english,7,Frank,Oliver,M&M's,10,2,0.5,0.15,0.575,0.5
32,F,55,4,english,8,Jake,Emma,cookies,10,5,0.7,0.075,0.8,0.125
32,F,55,4,english,9,Robert,Stephanie,M&M's,10,0,0.025,0.475,0.025,0
32,F,55,4,english,10,Patrick,Steven,pies,10,2,0.375,0.125,0.325,0.5
32,F,55,4,english,11,Fiona,Ann,pies,10,4,0.55,0.2,0.575,0.5
33,F,65,6,Spanish,1,Emma,Winston,cookies,10,10,0.025,0.925,0.1,1
33,F,65,6,Spanish,2,Cathy,Kathy,M&M's,10,8,0,0.925,0,1
33,F,65,6,Spanish,3,Lena,Patty,pies,10,4,0,1,0,1
33,F,65,6,Spanish,4,Nathan,Jane,M&M's,10,5,0,0.95,0,1
33,F,65,6,Spanish,5,Rebecca,George,pies,10,10,0,1,0,1
33,F,65,6,Spanish,6,Larry,Fiona,cookies,10,3,0.125,1,0.225,1
33,F,65,6,Spanish,7,Frank,Ann,M&M's,10,4,0.175,1,0.175,1
33,F,65,6,Spanish,8,Albert,Calvin,cookies,10,5,0,1,0,1
33,F,65,6,Spanish,9,Heather,Oliver,pies,10,6,0,1,0,1
33,F,65,6,Spanish,10,Zack,Steven,M&M's,10,0,0,1,0,0.5
33,F,65,6,Spanish,11,Stephanie,Bob,cookies,10,1,0.75,0.35,0.75,0.575
34,M,35,0,English,1,Calvin,Grace,pies,10,6,0.6,0.575,0.425,0.15
34,M,35,0,English,2,Iris,Larry,pies,10,9,0.95,0.925,0.9,0.525
34,M,35,0,English,3,Ann,Albert,cookies,10,7,0.7,0.65,0.725,0.7
34,M,35,0,English,4,Jake,George,M&M's,10,1,0.175,0.175,0.175,0.25
34,M,35,0,English,5,Bob,Kathy,M&M's,10,7,0.65,0.75,0.65,0.7
34,M,35,0,English,6,Henry,Cathy,pies,10,5,0.6,0.575,0.625,0.625
34,M,35,0,English,7,Kevin,Mary,M&M's,10,10,0.95,0.975,0.975,1
34,M,35,0,English,8,Matt,Jane,M&M's,10,3,0.35,0.35,0.325,0.425
34,M,35,0,English,9,Olga,Barbara,pies,10,8,0.825,0.7,0.625,0.175
34,M,35,0,English,10,Winston,Emma,cookies,10,2,0.25,0.275,0.325,0.275
34,M,35,0,English,11,Diana,Rebecca,pies,10,2,0.275,0.275,0.225,0.275
35,M,45,6,English,1,Calvin,Iris,pies,10,4,0.25,0.625,0.65,0.425
35,M,45,6,English,2,Rebecca,Patty,pies,10,3,0.3,0.65,0.425,0.55
35,M,45,6,English,3,Nathan,Emma,pies,10,9,0.875,0.325,1,0.075
35,M,45,6,English,4,Lena,Kevin,M&M's,10,9,0.075,0.375,0.625,0.35
35,M,45,6,English,5,Winston,Diana,M&M's,10,10,0.55,0.325,0.825,0.375
35,M,45,6,English,6,Ann,Victoria,pies,10,2,0.2,0.65,0.3,0.575
35,M,45,6,English,7,Edward,Kathy,cookies,10,9,0.6,0.625,0.7,0.325
35,M,45,6,English,8,Grace,Mary,cookies,10,5,0.25,0.65,0.55,0.35
35,M,45,6,English,9,Zack,Robert,pies,10,7,0.575,0.6,0.65,0.225
35,M,45,6,English,10,Bob,Frank,cookies,10,7,0.425,0.35,0.675,0.575
35,M,45,6,English,11,Heather,Oliver,M&M's,10,5,0.125,0.525,0.325,0.7
36,M,25,4,english,1,Oliver,Steven,M&M's,10,2,0.025,0.025,0.025,1
36,M,25,4,english,2,George,Nancy,cookies,10,9,0.925,0.025,1,0.025
36,M,25,4,english,3,Jake,Victoria,M&M's,10,10,0.025,0.05,0.025,0.025
36,M,25,4,english,4,Fiona,Nathan,pies,10,7,0.975,0.025,0.975,0
36,M,25,4,english,5,Zack,Grace,cookies,10,2,0,0.025,0.025,0.45
36,M,25,4,english,6,Barbara,Diana,M&M's,10,8,0.025,0.025,0.025,0.475
36,M,25,4,english,7,Bob,Matt,cookies,10,3,0.025,0,0,0.5
36,M,25,4,english,8,Patty,Patrick,pies,10,2,0.95,0,0.975,0.025
36,M,25,4,english,9,Frank,Emma,cookies,10,8,1,0.025,0.975,0.025
36,M,25,4,english,10,Rebecca,Henry,M&M's,10,3,0.025,0.025,0.05,0.5
36,M,25,4,english,11,Kathy,Victor,pies,10,8,0.975,0,0.975,0.025
37,F,25,6,english,1,Lena,Tracy,M&M's,10,7,0.25,0.075,0.85,0.075
37,F,25,6,english,2,Stephanie,Grace,cookies,10,7,0.2,0.125,1,0.175
37,F,25,6,english,3,Larry,Henry,pies,10,0,0,0.05,0.05,0.725
37,F,25,6,english,4,Calvin,Ann,pies,10,8,0.075,0.025,1,0.475
37,F,25,6,english,5,Victoria,Wendy,cookies,10,3,0.025,0.025,0.025,0.975
37,F,25,6,english,6,Steven,Robert,pies,10,7,0.125,0.125,0.325,0.475
37,F,25,6,english,7,Iris,Barbara,pies,10,3,0,0.075,0.05,0.975
37,F,25,6,english,8,Rebecca,Victor,cookies,10,4,0.05,0.025,0,0.35
37,F,25,6,english,9,Winston,Nancy,M&M's,10,6,0.05,0.05,0.575,0.375
37,F,25,6,english,10,Tom,George,M&M's,10,8,0.075,0,0.475,0.575
37,F,25,6,english,11,Albert,Nathan,M&M's,10,1,0.025,0.025,0.025,0.975
38,F,35,8,english,1,Jake,Diana,pies,10,1,0.325,0.375,0.5,0.65
38,F,35,8,english,2,Nancy,Frank,pies,10,3,0.65,0.275,0.75,0.375
38,F,35,8,english,3,Olga,Tracy,cookies,10,10,0.875,0.05,1,0
38,F,35,8,english,4,Henry,Heather,pies,10,8,0.75,0.125,0.95,0
38,F,35,8,english,5,Yvonne,Matt,M&M's,10,3,0.175,0.5,0.425,0.325
38,F,35,8,english,6,Victoria,Bob,M&M's,10,10,0.725,0.2,0.975,0
38,F,35,8,english,7,Barbara,Patty,cookies,10,9,0.825,0,1,0
38,F,35,8,english,8,Emma,Wendy,pies,10,7,0.675,0.2,0.825,0.075
38,F,35,8,english,9,Lena,Stephanie,cookies,10,6,0.625,0.35,0.75,0.325
38,F,35,8,english,10,Kevin,Victor,M&M's,10,4,0.5,0.5,0.5,0.5
38,F,35,8,english,11,Iris,Nathan,pies,10,10,0.825,0.05,1,0
39,F,55,4,english,1,Edward,Ivan,cookies,10,8,0.85,0.15,0.5,0.225
39,F,55,4,english,2,Patty,Jake,M&M's,10,8,0.875,0.175,0.575,0.225
39,F,55,4,english,3,Grace,Bob,M&M's,10,3,0.375,0.5,0.25,0.5
39,F,55,4,english,4,Larry,Heather,pies,10,4,0.625,0.35,0.775,0.425
39,F,55,4,english,5,Diana,Victor,pies,10,0,0.575,0.375,0.65,0.5
39,F,55,4,english,6,Stephanie,Winston,cookies,10,9,0.875,0.225,0.75,0.225
39,F,55,4,english,7,Wendy,Zack,M&M's,10,6,0.625,0.375,0.675,0.3
39,F,55,4,english,8,Cathy,Fiona,cookies,10,5,0.675,0.325,0.8,0.325
39,F,55,4,english,9,Steven,Frank,M&M's,10,5,0.625,0.35,0.725,0.25
39,F,55,4,english,10,Ann,Henry,cookies,10,7,0.725,0.25,0.925,0.25
39,F,55,4,english,11,Yvonne,Albert,pies,10,3,0.5,0.4,0.475,0.3
40,F,45,4,English,1,Yvonne,Wendy,pies,10,8,0.85,0.85,0.85,0.5
40,F,45,4,English,2,Zack,Diana,M&M's,10,6,0.775,0.15,0.775,0.25
40,F,45,4,English,3,Stephanie,Olga,pies,10,2,0.15,0.7,0.275,0.55
40,F,45,4,English,4,Barbara,Emma,pies,10,9,0.975,0.025,0.05,0.05
40,F,45,4,English,5,Jake,Matt,cookies,10,9,0.975,0.05,0.975,0.075
40,F,45,4,English,6,Kevin,Ivan,cookies,10,3,0.25,0.85,0.625,0.625
40,F,45,4,English,7,Victor,Nathan,M&M's,10,10,0.975,0,0,0
40,F,45,4,English,8,Oliver,Ann,pies,10,10,0.975,0.025,0.975,0.025
40,F,45,4,English,9,Larry,Tom,cookies,10,1,0.05,0.875,0.075,0.8
40,F,45,4,English,10,Mary,Patrick,pies,10,5,0.825,0.2,0.775,0.3
40,F,45,4,English,11,Winston,Kathy,M&M's,10,8,0.925,0.1,0.9,0.825
